batch_size,pytorch_ms,onnx_ms,speedup
1,0.7014632225036621,0.1839160919189453,3.814039408866995
32,3.552377223968506,5.053877830505371,0.7029012855289539
64,5.185353755950928,10.153782367706299,0.5106819870832311
